"Provided by yucezhe.com. Please contact WeChat:yucezhekefu, QQ:2023046319 or contact@yucezhe.com if you have any question."
candle_begin_time,open,high,low,close,volume
2013-03-31,92.5,93.74999,91.0,93.033,3083.0797907500005
2013-04-01,93.25,105.9,92.49999,103.999,5224.401312970002
2013-04-02,104.0,118.3867,99.0,118.22935407,8376.527478110022
2013-04-03,117.95826131,146.88,101.51088,134.7,12996.245072180118
2013-04-04,134.71656,143.0,119.0,132.899,6981.668305440006
2013-04-05,130.10001,145.0,128.25,142.3,5234.882203250009
2013-04-06,142.8,144.0,139.0,143.05,2009.1286249399996
2013-04-07,143.5,164.75,142.75,162.304,3725.0676449599982
2013-04-08,163.9,194.57,163.2,186.985,10895.82741442002
2013-04-09,186.8,249.97,186.8,232.99,6073.37314608
2013-04-10,228.669,290.0,19.9,162.0,16070.64274427014
2013-04-11,162.0,205.0,1.06,100.0,16914.656315080098
2013-04-12,109.0,157.0,51.0,112.0,38693.955304319585
2013-04-13,112.0,130.0,81.12,91.1,23866.677045599972
2013-04-14,91.1,109.0,20.0,90.171,16437.219664500037
2013-04-15,89.86,104.0,71.497,83.302,16393.128563980034
2013-04-16,84.27,84.48,0.01,67.588,26092.54322960003
2013-04-17,68.135,98.9,63.5,93.063,20016.46738673
2013-04-18,93.0,114.0,87.0,111.3,8362.10465509001
2013-04-19,110.0,142.0,104.56,119.0,20883.25110548993
2013-04-20,119.02,132.0,114.9,127.0,6502.719276970041
2013-04-21,127.01,130.0,110.0,117.618,11539.056190050027
2013-04-22,119.96,127.3,119.615,126.5,7053.397116680003
2013-04-23,127.389,144.47,124.859,143.484,11566.577971560031
2013-04-24,142.41,166.99,140.9,154.6,25884.625254149956
2013-04-25,155.0,169.13,120.03,141.9,21589.721007850003
2013-04-26,142.89,143.985,13.0,137.3,13279.17946705005
2013-04-27,136.56001,147.51,121.46,128.5,7773.997322830005
2013-04-28,128.8,136.99,128.02,135.28,7222.090082880017
2013-04-29,134.63,148.5,113.42,144.0,9491.692087410025
2013-04-30,143.89,146.6752,133.89,139.88,10916.45401098006
2013-05-01,139.87,140.02,105.0,116.0,23869.06259774011
2013-05-02,116.75,127.18,90.414,106.6,29911.742035789932
2013-05-03,107.0,108.21,80.0,98.06,32551.051529309825
2013-05-04,98.5,115.959,93.356,112.5,15470.54031853008
2013-05-05,112.3,126.0,100.0,116.57,13363.780708440054
2013-05-06,116.587,124.3,106.0,112.0,12263.030821200064
2013-05-07,112.1,113.44,98.0,110.0,15053.73044354
2013-05-08,109.76,116.98,108.5,113.5,8804.37823946003
2013-05-09,113.495,113.5,108.23,112.669,3991.5678668900005
2013-05-10,112.653,122.5,111.4,117.87,7579.663836880023
2013-05-11,117.92,118.9,112.72,115.576,3841.9370868099954
2013-05-12,115.58,118.0,113.0,114.3,2745.733407739998
2013-05-13,115.97,118.97,114.07,117.979,2590.846160009995
2013-05-14,117.811,119.85,105.2,111.551,9787.138031739994
2013-05-15,110.7,117.0,103.45,108.95,9324.260079410044
2013-05-16,108.98,115.2,108.2,115.0,4796.423981250004
2013-05-17,115.0,122.0,112.35,117.62,5107.836759599999
2013-05-18,117.51,118.98,115.81001,118.52,2168.448581220001
2013-05-19,118.23,120.99,115.61,118.25,1327.4523954500003
2013-05-20,118.23,118.94,116.0,118.09,881.0578576200011
2013-05-21,116.9,118.6,116.9,117.0,1897.5483926199995
2013-05-22,117.9,120.0,117.0,119.11,2360.3498401400007
2013-05-23,118.45,124.25,118.41,123.83,4024.6573301499957
2013-05-24,123.84,130.0,122.4,128.7,7965.536714460045
2013-05-25,128.61,129.73,125.1,128.97,2715.8056130399978
2013-05-26,128.97,133.0,128.0,130.24,2883.2301361299924
2013-05-27,130.27,130.59,123.0,126.25,3535.3153651699963
2013-05-28,125.0,127.0,123.0,125.5,2584.017188629992
2013-05-29,126.06,140.68,125.67,130.35,3558.6165625200006
2013-05-30,130.35,131.0,124.15,126.7,4729.102657070001
2013-05-31,126.78,129.1,125.06,127.9,2267.478706539997
2013-06-01,127.73,129.0,127.0,128.77,815.1117393199993
2013-06-02,128.77,132.65,117.0,123.8,11892.971611849993
2013-06-03,123.41,132.87,117.0,123.1,4750.35164634001
2013-06-04,123.22,123.99,116.42,120.43,5195.531711939987
2013-06-05,120.3,122.37,119.6,121.19,1435.8722807399988
2013-06-06,121.33,121.33,118.0,119.28,1260.7073753199975
2013-06-07,118.4,119.0,107.0,111.07,9638.209809370004
2013-06-08,110.17,112.5,108.45,109.13,1943.2223178199815
2013-06-09,108.99,110.0,89.9,100.0,15769.872015019937
2013-06-10,100.0,108.0,93.0,104.18,9456.966566149988
2013-06-11,104.68,108.03,103.4,107.36,3419.508262049998
2013-06-12,107.07,119.0,105.0,106.68,4657.073810879999
2013-06-13,106.28,109.14,95.0,102.0,5813.817440850006
2013-06-14,101.86,107.36,97.0,99.0,5295.678983599991
2013-06-15,99.01,104.0,96.22,99.42,2397.848889410002
2013-06-16,99.43,101.1,98.66,99.0,1192.2101715700005
2013-06-17,99.0,101.01,98.3,100.49,1286.4402078700018
2013-06-18,100.39,108.5,99.99,104.12,6069.104177739991
2013-06-19,104.49,107.5,102.99,104.99,2830.346560239999
2013-06-20,104.83,108.0,102.38,104.55,5580.15645347
2013-06-21,103.0,105.0,91.0,101.29,5584.193995460012
2013-06-22,101.29,102.4,98.49,100.23,1390.418392149999
2013-06-23,100.0,101.5,98.6,100.4,796.2981047599998
2013-06-24,100.4,102.13,95.38,98.68,2801.0470020900025
2013-06-25,99.35,100.9,97.5,97.58,3395.164344160001
2013-06-26,98.5,100.0,96.99,98.69,1466.1279017399977
2013-06-27,98.01,98.72,96.31,96.31,1085.4747330400012
2013-06-28,96.31,96.52,88.01,89.79,7594.032282080028
2013-06-29,89.2,91.6,86.15,88.8,1766.1863614599931
2013-06-30,88.53,90.25,88.26,89.55,525.5426988200003
2013-07-01,89.58,91.56,1.0,83.5,10021.30520817001
2013-07-02,83.51,88.5,83.24,87.68,3732.32847998
2013-07-03,89.0,89.56,75.0,77.402,8688.24345300004
2013-07-04,77.33,82.0,70.04,79.4,7081.4483921600195
2013-07-05,79.4,79.4,64.0,67.0,13816.961176109991
2013-07-06,67.0,73.26,62.94,66.12,10426.965307850023
2013-07-07,66.12,74.07786,64.89,73.98,4403.968840049998
2013-07-08,73.96,77.0,70.0,74.35,8789.767706270013
2013-07-09,73.85,76.01,70.47,74.98,7041.325361009997
2013-07-10,74.93,87.0,74.83,86.12,10374.852418189985
2013-07-11,86.12,89.23,84.0,88.0,7510.966126280019
